FOODID;FOODNAME;LANG
33438;ERIKOISKAHVIJUOMA, CAFFE LATTE, MAKEUTTAMATON, RASVATON MAITO;FI
33439;ERIKOISKAHVIJUOMA, CAFFE LATTE, MAKEUTTAMATON, KEVYTMAITO;FI
33441;ERIKOISKAHVIJUOMA, CAPPUCCINO, MAKEUTTAMATON, KEVYTMAITO;FI
33442;ERIKOISKAHVIJUOMA, CAFFE LATTE, MAKEUTTAMATON, SOIJAMAITO;FI
33447;MAKEINEN, VAAHTOKARKKI, VAAHTOKARAMELLI;FI
33449;JUUSTO, TUOTEKESKIARVO;FI
33451;MAITO, GEFILUS-MAITO, RASVATON, D-VITAMIINIA 1 UG, PROBIOOTTEJA;FI
33452;JOGURTTI, SOIJAJOGURTTI, MAUSTAMATON, RASVAA 2,3 %;FI
33453;JOGURTTI, MAUSTETTU, ACTIVIA UNELMA, RASVAA 3,5 %, PROBIOOTTEJA;FI
33456;PINAATTI;FI
33465;JUUSTO, HALLOUMIJUUSTO, RASVAA 22 %;FI
33466;MAITO, KESKIARVO, D-VITAMIINIA 1 UG;FI
33475;JOGURTTI, MAUSTETTU, ACTIVIA VILJA, 1,5 %, KEINOTEK. MAKEUTETTU, PROBIOOTTEJA;FI
33486;MARGARIINI 60%, KEIJU DELI VOIMAKAS, D-VIT 20 UG;FI
33487;KASVIRASVALEVITE 70%, KEIJU LAKTOOSITON, CATERING, D-VIT 10 UG;FI
33488;MARGARIINI 40%, KEIJU KEVYT LAKTOOSITON, CATERING, D-VIT 10 UG;FI
33489;MARGARIINI 60%, KEIJU NORMAALISUOLAINEN, CATERING, D-VIT 10 UG;FI
33494;PAPRIKA, PUNAINEN, SÄILYKE;FI
33496;KASVIRASVALEVITE 70%, BECEL GOLD, D-VIT 10 UG;FI
33499;SOIJAROUHE, VAALEA TAI TUMMA;FI
33501;TOFU, SOIJAVALMISTE, SOIJAPAPUJUUSTO;FI
33502;NAKKI, SOIJANAKKI;FI
33519;MAKEUTUSAINE, STEVIA, CANDEREL GREEN -JAUHE;FI
33520;MAKEUTUSAINE, STEVIA, CANDEREL GREEN -PURISTE;FI
33521;MAKEUTUSAINE, STEVIA, CANDEREL GREEN -STICK;FI
33522;MAKEANVEDEN LEVÄ, SPIRULINA, KUIVATTU;FI
33525;RASVAJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE;FI
33542;SUKLAA 80 %, TUMMA;FI
33549;KANANMUNAJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE;FI
33550;VALKUAISJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE;FI
33551;KELTUAISJAUHE, ELINTARVIKETEOLLISUUDEN RAAKA-AINE;FI
33553;MAUSTEKASTIKE, HAPANIMELÄ, DIPPIKASTIKE;FI
33554;JUUSTO, POLAR TÄYTELÄINEN, 28 % RASVAA, VALIO, D-VITAMIINIA 5 UG;FI
33555;JUUSTO, POLAR 5 % RASVAA, VALIO, D-VITAMIINIA 5 UG;FI
33556;JUUSTO, POLAR 15 % RASVAA, VALIO, D-VITAMIINIA 5 UG;FI
33559;MANSIKKAHILLO, TEOLLINEN, SOKERIA 46 G/100 G;FI
33567;SALAATTI, KURKKUSALAATTI, FELIX KURKKU TUORESALAATTI;FI
33568;PÄHKINÄ-HEDELMÄ-SEKOITUS;FI
33569;PÄHKINÄSEKOITUS, SUOLATON;FI
33579;PÄHKINÄSEKOITUS, SUOLATTU;FI
33584;PIIMÄ, AB-PIIMÄ, RASVAA 2 %, PROBIOOTTEJA;FI
33586;JÄÄTELÖ, SNICKERS;FI
33587;KALA, PAINOTETTU KESKIARVO;FI
33596;KAURAJUOMA, MAUSTAMATON, TUOTEKESKIARVO;FI
33597;SOIJAJUOMA, SOIJAMAITO, MAUSTAMATON, TUOTEKESKIARVO;FI
33600;RIISIJUOMA, MAUSTAMATON, TUOTEKESKIARVO;FI
33601;PERUNASOSEJAUHE VALMISTAMATON, TUOTEKESKIARVO;FI
33625;NESTLE JUNIOR 3 MAITOJUOMA, 500 ML. ALK 12 KK;FI
33629;RAHKA, JÄLKIRUOKA/VÄLIPALA, TEOLLINEN, TUOTEKESKIARVO;FI
33631;JAUHO, JAUHOSEOS, GLUTEENITON, TUOTEKESKIARVO;FI
33632;SPAGETTI/MAKARONI, GLUTEENITON, TUOTEKESKIARVO;FI
33638;KASTIKEJAUHE, KASTIKEAINEKSET, TEOLLINEN, TUOTEKESKIARVO;FI
33639;PILTTI MAITOJUOMA 12 KK, 200 ML;FI
33658;NESTLE NAN H.A. 1, KÄYTTÖVALMIS ÄIDINMAIDONKORVIKE;FI
33671;PROFEEL PROTEIINIJUOMA, VALIO, D-VITAMIINIA 1 UG;FI
33672;VIILI, TÄYTELÄINEN KERROSVIILI, RASVAA 3%, VALIO, LAKTOOSITON;FI
33675;PIIMÄ, KEVYTPIIMÄ, 1% RASVAA, VL, D-VIT 1UG;FI
33678;PIIMÄ, AB-PIIMÄ, RASVAA 2 %, D-VIT 1 UG, PROBIOOTTEJA;FI
33679;PIIMÄ, AB-PIIMÄ, RASVAA 1,5 %, D-VIT 1 UG, PROBIOOTTEJA;FI
33681;PIIMÄ, AKTIIVIPIIMÄ, RASVAA 0,4 %, VL, D-VIT 1 UG, PROBIOOTTEJA;FI
33682;PIIMÄ, KEVYTPIIMÄ, 2% RASVAA, VL, D-VIT 1 UG;FI
33683;PIIMÄ, KEVYTPIIMÄ, 2% RASVAA;FI
33685;PIIMÄ, ASIDOFILUS-BIFIDUS, RASVAA 1,5 %, VL, PROBIOOTTEJA;FI
33686;JOGURTTI, MAUSTETTU, PROFEEL PROTEIINIJOGURTTI,  1 %, LAKTOOSITON, D-VIT 1 UG;FI
33688;JOGURTTI, MAUSTAMATON, PROFEEL PROTEIINIJOGURTTI, 1 %, LAKTOOSITON, D-VIT 1 UG;FI
33689;JOGURTTI, JUOTAVA, GEFILUS KIDIUS, 1,7%, VL, D-VIT 1,5 UG, PROB., 05/12 ALKAEN;FI
33690;JOGURTTI, MAUSTETTU, JUGUPALA, RASVAA 2,6 %, VL, -30% SOKERIA;FI
33691;RAHKA, MAUSTETTU, DANIO BREAKFAST RAHKA JA MUROT, RASVAA 4,2 %;FI
33692;JOGURTTI, MAUSTETTU, JUOTAVA, VITALINEA PROTEIN, RASVATON;FI
33693;RAHKA, MAUSTAMATON, VITALINEA JOGURTTIRAHKA, RASVATON, D-VIT 1,25 UG;FI
33695;JOGURTTI, MAUSTETTU, AB, RASVAA 2,7 %, VL, PROBIOOTTEJA;FI
33696;JOGURTTI, AB-KERROSLUONNONJOGURTTI, RASVAA 3,3 %, PROBIOOTTEJA;FI
33697;JOGURTTI, MAUSTAMATON, AB, RASVAA 2,5 %, PROBIOOTTEJA;FI
33698;JOGURTTI, MAUSTAMATON, AB, RASVATON, PROBIOOTTEJA;FI
33700;JOGURTTI, MAUSTETTU, AB, RASVATON, PROBIOOTTEJA;FI
33703;JOGURTTI, JUOTAVA, PIRKKA L. CASEI JOGURTTIJUOMA, RASVAA 0,9%, PROBIOOTTEJA;FI
33705;JOGURTTI, MAUSTETTU, IHANA MUSTIKKA-VALKOSUKLAA, RASVAA 2,7 %, VL, D-VIT 0,5 UG;FI
33710;VÄLIPALAJUOMA, TEHOJUOMA, GEFILUS, RASVATON, LAKTOOSIT., D-VIT, PROB., ALK.05/12;FI
33713;VÄLIPALAJUOMA, TEHOJUOMA, GEFILUS, MAUSTAMATON, RASVATON, 05/12 ALKAEN;FI
33714;JOGURTTI, MAUSTETTU, A+, RASVAA 3,2 %, LAKTOOSITON, D-VIT 1 UG;FI
33716;JOGURTTI, MAUSTETTU, ACTIVIA JUST 3, RASVAA 3%, PROBIOOTTEJA;FI
33717;VÄLIPALAJUOMA, TEHOJUOMA, MAUSTAMATON, RAINBOW, PROBIOOTTEJA;FI
33719;JOGURTTI, MAUSTETTU, VALIO OLO -30% SOKERIA, RASVAA 2,7 %, VL, D-VIT 1 UG, PROB.;FI
33725;JOGURTTI, MAUSTETTU, REDUCOL, RASVAA 2 %, VL, KASVISTEROLI JA -STANOLI, PROB.;FI
33726;KASVIRASVALEVITE 70%, TEOLLINEN TUOTEKESKIARVO;FI
33727;JOGURTTI, MAUSTAMATON, REDUCOL, RASVAA 2,5%, VL, KASVISTEROLI JA -STANOLI, PROB.;FI
33728;VIILI, MAUSTAMATON, RASVAA 1,5 %, LAKTOOSITON;FI
33729;PIIMÄ, AKTIIVIPIIMÄ VANILJA, RASVAA 0,4 %, VL, D-VIT 0,9 UG, PROBIOOTTEJA;FI
33737;KEVYTMAITO, VALIO HILJA, RASVAA 1,5 %, EI LISÄTTY D-VITAMIINIA, HOMOGENOIMATON;FI
33739;TÄYSMAITO, VALIO HILJA, RASVAA 4,4 %, EI LISÄTTY D-VITAMIINIA, HOMOGENOIMATON;FI
33757;TÄYSMEHU, APPELSIINITÄYSMEHU, C-VITAMIINIA 60 MG;FI
33758;KOKOLIHALEIKKELE, KINKKULEIKKELE, VÄHÄRASVAINEN, RASVAA 2 %;FI
33760;JOGURTTI, MAUSTETTU, A+ VILJA, RASVAA 2 %, VL, D-VIT 1 UG;FI
33790;KEVYTMAITO, LAKTOOSITON MAITOJUOMA, RASVAA 1,5 %, VALIO EILA, D-VITAMIINIA 2 UG;FI
33791;RASVATON MAITO, LAKTOOSITON MAITOJUOMA, VALIO EILA, D-VITAMIINIA 2 UG;FI
33792;TÄYSMAITO, RASVAA 3 %, LAKTOOSITON, VALIO EILA, D-VITAMIINIA 2 UG;FI
33845;MEETVURSTI TAI SALAMI, KEVYT RASVAA, 22 %;FI
33852;PIIMÄ, RASVATON, VALIO EILA LAKTOOSITON, D-VIT 2 UG;FI
33872;ÄIDINMAITO, RINTAMAITO;FI
33882;MARGARIINI, FLORA KULTA, 80 %;FI
33884;MEHU, GEFILUS ANANAS-PORKKANA + KALSIUM, C- JA D-VIT, PROB, 09/12 ALKAEN;FI
33885;RAHKA, PROFEEL PROTEIINIRAHKA, MAUSTETTU, LAKTOOSITON;FI
33887;RAHKA, PROFEEL PROTEIINIRAHKARAE, MAUSTETTU, VÄHÄLAKTOOSINEN;FI
33889;SUKLAA. PÄHKINÄSUKLAA, MAITOSUKLAATA JA HASSELPÄHKINÄÄ;FI
33899;MAIZENA PIKASUURUSTE;FI
33900;KAURAJUOMA, OATLY SUKLAA, LISÄTTY KALSIUMIA JA VITAMIINEJA, ALKAEN 09/12;FI
33901;KAURAJUOMA, OATLY, LISÄTTY KALSIUMIA JA VITAMIINEJA, ALKAEN 09/12;FI
33903;JOGURTTI, MAUSTETTU, GEFILUS KIDIUS, RASVAA 2,5 %, VL, D-VIT 1,5 UG, ALK. 09/12;FI
33904;VIILI, MAUSTETTU, GEFILUS VIILIS, RASVAA 2 %, D-VIT 1,5 UG, PROB, ALKAEN 09/12;FI
33907;MEHU, HERAJUOMA, GEFILUS, VL, VITAMIINEJA, PROBIOOTTEJA, 09/12 ALKAEN;FI
33908;MEHU, GEFILUS APPELSIINI-PERSIKKA + KUITU, C- JA D-VITAMIINEJA, PROB, ALK 09/12;FI
33909;MEHU, GEFILUS, C- JA D-VITAMIINEJA, PROBIOOTTEJA;FI
33910;JOGURTTI, JUOTAVA, ACTIMEL, RASVAA 1,5 %, D-VIT 0,75 UG, PROB, ALK 09/12;FI
33911;JOGURTTI, JUOTAVA, ACTIMEL, RASVATON, KEINOT.MAK, D-VIT 0,75 UG, PROB, ALK 09/12;FI
33912;JOGURTTI, JUOTAVA, ACTIMEL POWERFRUIT,  RASVAA 1,5 %, C JA D-VIT, PROB, ALK 9/12;FI
33913;KAAKAOJUOMA, KIDIUS MAITOKAAKAOJUOMA;FI
33924;KERMA, VALIO VAAHTOUTUVA MANSIKKA-/SUKLAAKERMA, LAKTOOSITON;FI
33925;QUORN, FILEET, KUUTIOT, ROUHE;FI
33927;KOKOLIHALEIKKELE, KALKKUNALEIKKELE, RASVAA 2 %;FI
33928;OMENASOSE, SOKEROITU;FI
34079;NALLE KUITUPUUROSEOS, HIUTALE;FI
34110;MAIZENA SUURUSTE RUSKEA/VAALEA;FI
34127;KEVYTMAITO, VALIO MAITO PLUS, D-VITAMIINIA 2 UG;FI
34136;MERILEVÄ, NORI, KUIVATTU;FI
34137;MERILEVÄ, WAKAME, KUIVATTU;FI
34140;KOOKOSÖLJY;FI
34150;JOGURTTI, JUOTAVA, ACTIVIA, RASVAA 0,7 %, LAKTOOSITON, PROBIOOTTEJA;FI
